"","type","modified","license","accessrights","bibliographiccitation","references","institutionid","collectionid","datasetid","institutioncode","collectioncode","datasetname","basisofrecord","dynamicproperties","occurrenceid","catalognumber","recordnumber","recordedby","individualcount","sex","lifestage","occurrencestatus","preparations","associatedsequences","othercatalognumbers","occurrenceremarks","organismid","previousidentifications","eventid","eventdate","startdayofyear","enddayofyear","year","month","day","verbatimeventdate","habitat","highergeography","continent","islandgroup","island","country","countrycode","stateprovince","county","locality","verbatimlocality","minimumelevationinmeters","maximumelevationinmeters","verbatimelevation","locationaccordingto","locationremarks","decimallatitude","decimallongitude","geodeticdatum","coordinateuncertaintyinmeters","verbatimcoordinates","verbatimlatitude","verbatimlongitude","verbatimcoordinatesystem","georeferencedby","georeferenceddate","georeferenceprotocol","georeferencesources","georeferenceverificationstatus","identificationqualifier","typestatus","identifiedby","dateidentified","identificationverificationstatus","identificationremarks","scientificname","higherclassification","kingdom","phylum","class","order","family","genus","subgenus","specificepithet","infraspecificepithet","taxonrank","scientificnameauthorship","nomenclaturalcode","lengthinmm","lengthtype","lengthunitsinferred","massing","underivedlifestage","underivedsex","dataset_citation","gbifdatasetid","gbifpublisherid","dataset_contact_email","dataset_contact","dataset_pubdate","lastindexed","migrator_version","hastissue","vntype","haslength","correctedlocality"
"1","PhysicalObject","2015-01-06","CCBY","","Western Australian Museum. Western Australian Museum provider for OZCAM. Record ID: 0a488928-bde1-441c-abef-4a3235bfac28. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)","http://portal.vertnet.org/o/wam/mamm?id=0a488928-bde1-441c-abef-4a3235bfac28","","","","WAM","MAMM","","PreservedSpecimen","","0a488928-bde1-441c-abef-4a3235bfac28","M33093","","SUYANTO,A.",1,"","","present","","","","","","","","",NA,NA,NA,NA,NA,"","","| Indonesia | SOUTH SULAWESI |  |  |  |  |","Asia","","","Indonesia","ID","SOUTH SULAWESI","","pangkajene district; padang lampe","indonesia | south sulawesi | pangkajene district; padang lampe",NA,NA,"","","",-4.724904,119.609346,"not recorded (forced WGS84)",10000,"","","","","","","","","requires verification","","","","","","","Eonycteris spelaea","|  |  | Chiroptera | Pteropodidae | Eonycteris","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Eonycteris","","spelaea","","species","","ICZN",NA,"",NA,NA,"","","Western Australian Museum. Western Australian Museum provider for OZCAM. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)","7c93d290-6c8b-11de-8226-b8a03c50a862","b36f3505-f2d9-499f-a669-fa418a127b9d","OZCAM.CHAFC@gmail.com","OZCAM Webmaster","2015-01-06","2016-07-25","2015-01-05",0,"specimen",0,"pangkajene district; padang lampe"
"1550","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-102327. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-102327","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-102327","M-102327","547","G. Heinrich",1,"female","","present","Not Mounted","","","","","","","1931-11-10",314,314,1931,11,10,"1931-11-10","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","talassa (maros)","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; maros talassa",300,300,"300 m","","",-5,119.7333,"",NA,"","","","","","","","","","","","","","","","Emballonura monticola","Animalia;Chordata;Mammalia;Chiroptera;Emballonuridae;Emballonura","Animalia","Chordata","Mammalia","Chiroptera","Emballonuridae","Emballonura","","monticola","","species","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"talassa (maros)"
"1551","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-102328. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-102328","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-102328","M-102328","551","G. Heinrich",1,"male","","present","Not Mounted","","","","","","","1931-11-14",318,318,1931,11,14,"1931-11-14","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","talassa (maros)","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; maros talassa",300,300,"300 m","","",-5,119.7333,"",NA,"","","","","","","","","","","","","","","","Myotis ater ater","Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","","ater","ater","subspecies","","ICZN",NA,"",NA,NA,"","male","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"talassa (maros)"
"1552","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-102330. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-102330","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-102330","M-102330","553","G. Heinrich",1,"female","","present","Not Mounted","","","","","","","1931-11-15",319,319,1931,11,15,"1931-11-15","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","talassa (maros)","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; maros talassa",300,300,"300 m","","",-5,119.7333,"",NA,"","","","","","","","","","","","","","","","Myotis ater ater","Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","","ater","ater","subspecies","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"talassa (maros)"
"1553","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-102332. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-102332","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-102332","M-102332","555","G. Heinrich",1,"female","","present","","","","","","","","1931-11-15",319,319,1931,11,15,"1931-11-15","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","talassa (maros)","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; maros talassa",300,300,"300 m","","",-5,119.7333,"",NA,"","","","","","","","","","","","","","","","Myotis ater ater","Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","","ater","ater","subspecies","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"talassa (maros)"
"1554","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-102337. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-102337","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-102337","M-102337","565","G. Heinrich",1,"male","","present","Not Mounted","","","","","","","1931-11-16",320,320,1931,11,16,"1931-11-16","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","talassa (maros)","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; maros talassa",300,300,"300 m","","",-5,119.7333,"",NA,"","","","","","","","","","","","","","","","Myotis ater ater","Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","","ater","ater","subspecies","","ICZN",NA,"",NA,NA,"","male","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"talassa (maros)"
"1555","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-102338. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-102338","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-102338","M-102338","566","G. Heinrich",1,"female","","present","Not Mounted","","","","","","","1931-11-16",320,320,1931,11,16,"1931-11-16","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","talassa (maros)","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; maros talassa",300,300,"300 m","","",-5,119.7333,"",NA,"","","","","","","","","","","","","","","","Myotis ater ater","Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","","ater","ater","subspecies","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"talassa (maros)"
"1556","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-102340. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-102340","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-102340","M-102340","568","G. Heinrich",1,"female","","present","Not Mounted","","","","","","","1931-11-17",321,321,1931,11,17,"1931-11-17","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","talassa (maros)","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; maros talassa",300,300,"300 m","","",-5,119.7333,"",NA,"","","","","","","","","","","","","","","","Myotis ater ater","Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","","ater","ater","subspecies","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"talassa (maros)"
"1557","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-102343. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-102343","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-102343","M-102343","875","G. Heinrich",1,"female","","present","Not Mounted","","","","","","","1932-01-25",25,25,1932,1,25,"1932-01-25","","Eurasia;Indonesia;Sulawesi;Mengkoka Mts.;;;;","Eurasia","","","Indonesia","","Sulawesi","mengkoka mts.","wawo","eurasia; indonesia; sulawesi; mengkoka mts.; ; ; ; ; ; ; eurasia; indonesia; sulawesi; mengkoka mts.; ; ; ; ; ; ; wawo",50,50,"50 m","","",-3.690833,121.297778,"",NA,"","","","","","","","","","","","","","","","Myotis ater ater","Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","","ater","ater","subspecies","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"wawo"
"1558","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-102347. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-102347","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-102347","M-102347","541","G. Heinrich",1,"female","","present","Skin, Skull, Whole Skin, Cranium and Mandible, Round Skin, Not Mounted","","","","","","","1931-11-09",313,313,1931,11,9,"1931-11-09","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","talassa (maros)","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; maros talassa",300,300,"300 m","","",-5,119.7333,"",NA,"","","","","","","","","","","Holotype of Rhinolophus philippinensis maros (Tate et al., 1939)","","","","","Rhinolophus philippinensis maros","Animalia;Chordata;Mammalia;Chiroptera;Rhinolophidae;Rhinolophus","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","","philippinensis","maros","subspecies","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"talassa (maros)"
"1559","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-102349. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-102349","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-102349","M-102349","543","G. Heinrich",1,"female","","present","Skull, Skin, Cranium and Mandible, Whole Skin, Not Mounted, Round Skin","","","","","","","1931-11-09",313,313,1931,11,9,"1931-11-09","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","talassa (maros)","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; maros talassa",300,300,"300 m","","",-5,119.7333,"",NA,"","","","","","","","","","","Paratype of Rhinolophus philippinensis maros (Tate et al., 1939)","","","","","Rhinolophus philippinensis maros","Animalia;Chordata;Mammalia;Chiroptera;Rhinolophidae;Rhinolophus","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","","philippinensis","maros","subspecies","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"talassa (maros)"
"1560","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-102350. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-102350","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-102350","M-102350","548","G. Heinrich",1,"male","","present","Skull, Skin, Cranium and Mandible, Whole Skin, Not Mounted, Round Skin","","","","","","","1931-11-10",314,314,1931,11,10,"1931-11-10","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","talassa (maros)","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; maros talassa",300,300,"300 m","","",-5,119.7333,"",NA,"","","","","","","","","","","Paratype of Rhinolophus philippinensis maros (Tate et al., 1939)","","","","","Rhinolophus philippinensis maros","Animalia;Chordata;Mammalia;Chiroptera;Rhinolophidae;Rhinolophus","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","","philippinensis","maros","subspecies","","ICZN",NA,"",NA,NA,"","male","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"talassa (maros)"
"1561","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-102352. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-102352","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-102352","M-102352","591","G. Heinrich",1,"female","","present","Not Mounted","","","","","","","1931-11-21",325,325,1931,11,21,"1931-11-21","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","talassa (maros)","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; maros talassa",300,300,"300 m","","",-5,119.7333,"",NA,"","","","","","","","","","","","","","","","Emballonura monticola","Animalia;Chordata;Mammalia;Chiroptera;Emballonuridae;Emballonura","Animalia","Chordata","Mammalia","Chiroptera","Emballonuridae","Emballonura","","monticola","","species","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"talassa (maros)"
"1562","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-102353. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-102353","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-102353","M-102353","592","G. Heinrich",1,"female","","present","Not Mounted","","","","","","","1931-11-21",325,325,1931,11,21,"1931-11-21","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","talassa (maros)","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; maros talassa",300,300,"300 m","","",-5,119.7333,"",NA,"","","","","","","","","","","","","","","","Emballonura monticola","Animalia;Chordata;Mammalia;Chiroptera;Emballonuridae;Emballonura","Animalia","Chordata","Mammalia","Chiroptera","Emballonuridae","Emballonura","","monticola","","species","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"talassa (maros)"
"1563","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-102354. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-102354","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-102354","M-102354","455","G. Heinrich",1,"male","","present","Not Mounted","","","","","","","1931-09-22",265,265,1931,9,22,"1931-09-22","","Eurasia;Indonesia;Sulawesi;Lompo-Batang;;;;","Eurasia","","","Indonesia","","Sulawesi","lompo-batang","lambasang","eurasia; indonesia; sulawesi; lompo-batang; ; ; ; ; ; ; eurasia; indonesia; sulawesi; lompo-batang; ; ; ; ; ; ; lambasang",1100,1100,"1100 m","","",-5.262888,119.851452,"",NA,"","","","","","","","","","","","","","","","Miniopterus schreibersii blepotis","Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Miniopterus","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Miniopterus","","schreibersii","blepotis","subspecies","","ICZN",NA,"",NA,NA,"","male","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"lambasang"
"1564","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-102355. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-102355","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-102355","M-102355","469","G. Heinrich",1,"female","","present","Not Mounted","","","","","","","1931-09-24",267,267,1931,9,24,"1931-09-24","","Eurasia;Indonesia;Sulawesi;Lompo-Batang;;;;","Eurasia","","","Indonesia","","Sulawesi","lompo-batang","lambasang","eurasia; indonesia; sulawesi; lompo-batang; ; ; ; ; ; ; eurasia; indonesia; sulawesi; lompo-batang; ; ; ; ; ; ; lambasang",1100,1100,"1100 m","","",-5.262888,119.851452,"",NA,"","","","","","","","","","","","","","","","Pipistrellus tenuis sewalanus","Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus","","tenuis","sewalanus","subspecies","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"lambasang"
